
=== Eastern Mediterranean (5295 records) ===
TrackNumber  Vessel_Name                    IMO        Flag  Location                  Country             
721158970    AS NURIA                       9391787    LR    Port Said East            Egypt               
721159013    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721159013    AS NURIA                       9391787    LR    Port Said East            Egypt               
721162379    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721162379    AS NURIA                       9391787    LR    Port Said East            Egypt               
721162381    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721162381    AS NURIA                       9391787    LR    Port Said East            Egypt               
721162383    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721162383    AS NURIA                       9391787    LR    Port Said East            Egypt               
721162385    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721162385    AS NURIA                       9391787    LR    Port Said East            Egypt               
721162530    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721162530    AS NURIA                       9391787    LR    Port Said East            Egypt               
721178345    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721178345    AS NURIA                       9391787    LR    Port Said East            Egypt               
721178538    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721178538    AS NURIA                       9391787    LR    Port Said East            Egypt               
721198706    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721198706    AS NURIA                       9391787    LR    Port Said East            Egypt               
721198714    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721198714    AS NURIA                       9391787    LR    Port Said East            Egypt               
721198873    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721198873    AS NURIA                       9391787    LR    Port Said East            Egypt               
721209842    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721209842    AS NURIA                       9391787    LR    Port Said East            Egypt               
721209843    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721209843    AS NURIA                       9391787    LR    Port Said East            Egypt               
721214212    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721214212    AS NURIA                       9391787    LR    Port Said East            Egypt               
721214213    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721214213    AS NURIA                       9391787    LR    Port Said East            Egypt               
721251451    AS NURIA                       9391787    LR    Mersin                    Turkey              
721251451    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282658    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282658    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282659    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282659    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282666    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282666    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282667    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282667    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282712    AS NURIA                       9391787    LR    Mersin                    Turkey              
721282712    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282716    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282716    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282718    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721282718    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282723    AS NURIA                       9391787    LR    Mersin                    Turkey              
721282723    AS NURIA                       9391787    LR    Port Said East            Egypt               
721282726    AS NURIA                       9391787    LR    Mersin                    Turkey              
721282726    AS NURIA                       9391787    LR    Port Said East            Egypt               
721283721    AS NURIA                       9391787    LR    Mersin                    Turkey              
721283721    AS NURIA                       9391787    LR    Port Said East            Egypt               
721288293    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721288293    AS NURIA                       9391787    LR    Port Said East            Egypt               
721288314    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721288314    AS NURIA                       9391787    LR    Port Said East            Egypt               
721302315    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721302315    AS NURIA                       9391787    LR    Port Said East            Egypt               
721304525    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721304525    AS NURIA                       9391787    LR    Port Said East            Egypt               
721304573    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721304573    AS NURIA                       9391787    LR    Port Said East            Egypt               
721305176    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721305176    AS NURIA                       9391787    LR    Port Said East            Egypt               
721315069    AS NURIA                       9391787    LR    Mersin                    Turkey              
721315069    AS NURIA                       9391787    LR    Port Said East            Egypt               
721315153    AS NURIA                       9391787    LR    Mersin                    Turkey              
721315153    AS NURIA                       9391787    LR    Port Said East            Egypt               
721317874    AS NURIA                       9391787    LR    Mersin                    Turkey              
721317874    AS NURIA                       9391787    LR    Port Said East            Egypt               
721326596    AS NURIA                       9391787    LR    Mersin                    Turkey              
721326596    AS NURIA                       9391787    LR    Port Said East            Egypt               
721336384    AS NURIA                       9391787    LR    Iskenderun                Turkey              
721336384    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00239881    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00239881    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00239882    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00239882    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00241435    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00241435    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00244743    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00244743    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00244744    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00244744    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00244746    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00244746    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245026    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245026    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245221    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245221    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245228    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245228    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245233    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245233    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245656    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245656    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245911    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245911    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245912    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245912    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245913    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245913    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245914    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245914    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00245969    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00245969    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00246101    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00246101    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00246102    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00246102    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00246106    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00246106    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00246206    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00246206    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00246718    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00246718    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00247100    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M00247100    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00248041    AS NURIA                       9391787    LR    Mersin                    Turkey              
M00248041    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00248045    AS NURIA                       9391787    LR    Mersin                    Turkey              
M00248045    AS NURIA                       9391787    LR    Port Said East            Egypt               
M00248046    AS NURIA                       9391787    LR    Mersin                    Turkey              
M00248046    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02405656    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02405656    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02414350    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02414350    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02415656    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02415656    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02450206    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02450206    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02450260    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02450260    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02450656    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02450656    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02452028    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02452028    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02452208    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02452208    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02452280    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02452280    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456056    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456056    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456156    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456156    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456506    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456506    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456516    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456516    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456526    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456526    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456560    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456560    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456561    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456561    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02456562    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02456562    AS NURIA                       9391787    LR    Port Said East            Egypt               
M02467180    AS NURIA                       9391787    LR    Iskenderun                Turkey              
M02467180    AS NURIA                       9391787    LR    Port Said East            Egypt               
MAEU256781062 AS NURIA                       9391787    LR    Iskenderun                Turkey              
MAEU256781062 AS NURIA                       9391787    LR    Port Said East            Egypt               
MAEU257278354 AS NURIA                       9391787    LR    Iskenderun                Turkey              
MAEU257278354 AS NURIA                       9391787    LR    Port Said East            Egypt               
MAEU258647384 AS NURIA                       9391787    LR    Iskenderun                Turkey              
MAEU258647384 AS NURIA                       9391787    LR    Port Said East            Egypt               
MAEU259717308 AS NURIA                       9391787    LR    Iskenderun                Turkey              
MAEU259717308 AS NURIA                       9391787    LR    Port Said East            Egypt               
MAEU260242755 AS NURIA                       9391787    LR    Iskenderun                Turkey              
MAEU260242755 AS NURIA                       9391787    LR    Port Said East            Egypt               
258891067    ASTRID MAERSK                  9948750    DK    Ashdod                    Israel              
258891067    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
260905343    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
261493710    ASTRID MAERSK                  9948750    DK    Iskenderun                Turkey              
261493710    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
266499077    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
721125556    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
721214213    ASTRID MAERSK                  9948750    DK    Iskenderun                Turkey              
721214213    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
M00247100    ASTRID MAERSK                  9948750    DK    Iskenderun                Turkey              
M00247100    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
M00248039    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
M02470908    ASTRID MAERSK                  9948750    DK    Port Said East            Egypt               
258940160    ASTRUM APUS                    9467146    PA    Haifa                     Israel              
258940160    ASTRUM APUS                    9467146    PA    Port Said East            Egypt               
721002268    ASTRUM APUS                    9467146    PA    Haifa                     Israel              
721002268    ASTRUM APUS                    9467146    PA    Port Said East            Egypt               
721021546    ASTRUM APUS                    9467146    PA    Haifa                     Israel              
721021546    ASTRUM APUS                    9467146    PA    Port Said East            Egypt               
721198632    BRUSSELS MAERSK                9984601    DK    Port Said East            Egypt               
265827229    BSG BIMINI                     9333058    LR    Port Said East            Egypt               
266499077    BSG BIMINI                     9333058    LR    Port Said East            Egypt               
M00247100    BSG BIMINI                     9333058    LR    Iskenderun                Turkey              
M00247100    BSG BIMINI                     9333058    LR    Port Said East            Egypt               
M00248039    BSG BIMINI                     9333058    LR    Port Said East            Egypt               
M02470908    BSG BIMINI                     9333058    LR    Port Said East            Egypt               
257143625    CHACABUCO                      9295957    LR    Port Said East            Egypt               
257278354    CHACABUCO                      9295957    LR    Iskenderun                Turkey              
257278354    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721002271    CHACABUCO                      9295957    LR    Haifa                     Israel              
721002271    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721113286    CHACABUCO                      9295957    LR    Ashdod                    Israel              
721113286    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721154436    CHACABUCO                      9295957    LR    Mersin                    Turkey              
721154436    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721154438    CHACABUCO                      9295957    LR    Mersin                    Turkey              
721154438    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721154451    CHACABUCO                      9295957    LR    Mersin                    Turkey              
721154451    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721154465    CHACABUCO                      9295957    LR    Iskenderun                Turkey              
721154465    CHACABUCO                      9295957    LR    Port Said East            Egypt               
721282716    CHACABUCO                      9295957    LR    Iskenderun                Turkey              
721282716    CHACABUCO                      9295957    LR    Port Said East            Egypt               
MAEU257278354 CHACABUCO                      9295957    LR    Iskenderun                Turkey              
MAEU257278354 CHACABUCO                      9295957    LR    Port Said East            Egypt               
MAEU260242755 CHACABUCO                      9295957    LR    Iskenderun                Turkey              
MAEU260242755 CHACABUCO                      9295957    LR    Port Said East            Egypt               
258530427    CHENNAI EXPRESS                9306158    LR    Iskenderun                Turkey              
258530427    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
259558172    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
262152655    CHENNAI EXPRESS                9306158    LR    Ashdod                    Israel              
262152655    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
721016479    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
721099130    CHENNAI EXPRESS                9306158    LR    Ashdod                    Israel              
721099130    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
721125525    CHENNAI EXPRESS                9306158    LR    Iskenderun                Turkey              
721125525    CHENNAI EXPRESS                9306158    LR    Port Said East            Egypt               
257279504    CLEMENTINE MAERSK              9245770    DK    Iskenderun                Turkey              
257279504    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
258773885    CLEMENTINE MAERSK              9245770    DK    Ashdod                    Israel              
258773885    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
261424337    CLEMENTINE MAERSK              9245770    DK    Iskenderun                Turkey              
261424337    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
720995813    CLEMENTINE MAERSK              9245770    DK    Ashdod                    Israel              
720995813    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
721001895    CLEMENTINE MAERSK              9245770    DK    Haifa                     Israel              
721002297    CLEMENTINE MAERSK              9245770    DK    Ashdod                    Israel              
721002297    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
721119569    CLEMENTINE MAERSK              9245770    DK    Iskenderun                Turkey              
721119569    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
721125556    CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
MAEU257278352 CLEMENTINE MAERSK              9245770    DK    Port Said East            Egypt               
260731105    CMA CGM RODOLPHE               9729075    MT    Iskenderun                Turkey              
260731105    CMA CGM RODOLPHE               9729075    MT    Port Said East            Egypt               
MAEU262126910 CMA CGM RODOLPHE               9729075    MT    Port Said East            Egypt               
MAEU262126910 CMA CGM RODOLPHE               9729075    MT    Port Said West            Egypt               
260905343    CMA CGM YUKON                  9732606    MT    Port Said East            Egypt               
260537628    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
260537643    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
261075308    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
261075308    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
263338902    COLOMBIA EXPRESS               9635664    MH    Mersin                    Turkey              
263338902    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
263526186    COLOMBIA EXPRESS               9635664    MH    Ashdod                    Israel              
263526186    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721012010    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721012010    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721012028    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721016481    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721016481    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721018483    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721115248    COLOMBIA EXPRESS               9635664    MH    Ashdod                    Israel              
721115248    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721125553    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721125553    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721154442    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721154442    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721154450    COLOMBIA EXPRESS               9635664    MH    Mersin                    Turkey              
721154450    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721282666    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721282666    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721288293    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721288293    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721305172    COLOMBIA EXPRESS               9635664    MH    Alexandria                Egypt               
721305172    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721305176    COLOMBIA EXPRESS               9635664    MH    Iskenderun                Turkey              
721305176    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
721328297    COLOMBIA EXPRESS               9635664    MH    Mersin                    Turkey              
721347332    COLOMBIA EXPRESS               9635664    MH    Mersin                    Turkey              
721347332    COLOMBIA EXPRESS               9635664    MH    Port Said East            Egypt               
263873185    COLORADO EXPRESS               9349502    US    Mersin                    Turkey              
263873185    COLORADO EXPRESS               9349502    US    Port Said East            Egypt               
263874688    COLORADO EXPRESS               9349502    US    Mersin                    Turkey              
263874688    COLORADO EXPRESS               9349502    US    Port Said East            Egypt               
721162381    CONSTANTINOS P II              9461623    MH    Iskenderun                Turkey              
721162381    CONSTANTINOS P II              9461623    MH    Port Said East            Egypt               
721198873    CONSTANTINOS P II              9461623    MH    Iskenderun                Turkey              
721198873    CONSTANTINOS P II              9461623    MH    Port Said East            Egypt               
721209843    CONSTANTINOS P II              9461623    MH    Iskenderun                Turkey              
721209843    CONSTANTINOS P II              9461623    MH    Port Said East            Egypt               
721214212    CONSTANTINOS P II              9461623    MH    Iskenderun                Turkey              
721214212    CONSTANTINOS P II              9461623    MH    Port Said East            Egypt               
261646595    CORNELIA MAERSK                9245756    DK    Ashdod                    Israel              
261646595    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721178345    CORNELIA MAERSK                9245756    DK    Iskenderun                Turkey              
721178345    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721178538    CORNELIA MAERSK                9245756    DK    Iskenderun                Turkey              
721178538    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721282715    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721317874    CORNELIA MAERSK                9245756    DK    Mersin                    Turkey              
721317874    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721326596    CORNELIA MAERSK                9245756    DK    Mersin                    Turkey              
721326596    CORNELIA MAERSK                9245756    DK    Port Said East            Egypt               
721305172    EGY CROWN                      9216107    EG    Alexandria                Egypt               
721305172    EGY CROWN                      9216107    EG    Port Said East            Egypt               
265302483    ELENI T                        9397585    MH    Port Said East            Egypt               
721018483    ELISABETH P.                   9320142    MH    Port Said East            Egypt               
260793615    ELISABETH-S.                   9418652    None  Iskenderun                Turkey              
260793615    ELISABETH-S.                   9418652    None  Port Said East            Egypt               
721115901    ELISABETH-S.                   9418652    None  Mersin                    Turkey              
721115901    ELISABETH-S.                   9418652    None  Port Said East            Egypt               
721125556    ESSEN EXPRESS                  9501370    LR    Port Said East            Egypt               
258940160    ETE N                          9509126    LR    Haifa                     Israel              
258940160    ETE N                          9509126    LR    Port Said East            Egypt               
260404580    ETE N                          9509126    LR    Ashdod                    Israel              
260404580    ETE N                          9509126    LR    Port Said East            Egypt               
262634040    ETE N                          9509126    LR    Port Said East            Egypt               
263808613    ETE N                          9509126    LR    Port Said East            Egypt               
264265474    ETE N                          9509126    LR    Port Said East            Egypt               
265731274    ETE N                          9509126    LR    Port Said East            Egypt               
265869237    ETE N                          9509126    LR    Port Said East            Egypt               
266020289    ETE N                          9509126    LR    Port Said East            Egypt               
721002268    ETE N                          9509126    LR    Haifa                     Israel              
721002268    ETE N                          9509126    LR    Port Said East            Egypt               
721014469    ETE N                          9509126    LR    Haifa                     Israel              
721014469    ETE N                          9509126    LR    Port Said East            Egypt               
721021546    ETE N                          9509126    LR    Haifa                     Israel              
721021546    ETE N                          9509126    LR    Port Said East            Egypt               
721041597    ETE N                          9509126    LR    Iskenderun                Turkey              
721041597    ETE N                          9509126    LR    Port Said East            Egypt               
721282715    ETE N                          9509126    LR    Port Said East            Egypt               
M00246204    ETE N                          9509126    LR    Port Said East            Egypt               
MAEU259593583 FERNAO DE MAGALHAES            9603221    BR    Port Said East            Egypt               
MAEU262126910 FERNAO DE MAGALHAES            9603221    BR    Port Said East            Egypt               
MAEU262126910 FERNAO DE MAGALHAES            9603221    BR    Port Said West            Egypt               
262566824    GFS PERFECT                    9308039    SG    Iskenderun                Turkey              
262566824    GFS PERFECT                    9308039    SG    Port Said East            Egypt               
259776145    GFS PRECIOUS                   9436434    SG    Port Said East            Egypt               
262010177    GFS PRECIOUS                   9436434    SG    Port Said East            Egypt               
720994840    GFS PRESTIGE                   9303819    SG    Iskenderun                Turkey              
720994840    GFS PRESTIGE                   9303819    SG    Port Said East            Egypt               
258837101    GH FOEHN                       9377559    MH    Port Said East            Egypt               
259776145    GH FOEHN                       9377559    MH    Port Said East            Egypt               
261322414    GH FOEHN                       9377559    MH    Port Said East            Egypt               
261323457    GH FOEHN                       9377559    MH    Port Said East            Egypt               
261323698    GH FOEHN                       9377559    MH    Port Said East            Egypt               
261324838    GH FOEHN                       9377559    MH    Port Said East            Egypt               
262010177    GH FOEHN                       9377559    MH    Port Said East            Egypt               
721016479    GH FOEHN                       9377559    MH    Port Said East            Egypt               
258782694    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
258782694    GSL ELENI                      9285677    LR    Port Said East            Egypt               
259446375    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
259446375    GSL ELENI                      9285677    LR    Port Said East            Egypt               
259447140    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
259447140    GSL ELENI                      9285677    LR    Port Said East            Egypt               
260128427    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
260128427    GSL ELENI                      9285677    LR    Port Said East            Egypt               
260538911    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
260538911    GSL ELENI                      9285677    LR    Port Said East            Egypt               
261323457    GSL ELENI                      9285677    LR    Port Said East            Egypt               
261323698    GSL ELENI                      9285677    LR    Port Said East            Egypt               
263105076    GSL ELENI                      9285677    LR    Iskenderun                Turkey              
263105076    GSL ELENI                      9285677    LR    Port Said East            Egypt               
721169106    GSL ELENI                      9285677    LR    Haifa                     Israel              
721169106    GSL ELENI                      9285677    LR    Port Said East            Egypt               
721251451    GSL ELENI                      9285677    LR    Mersin                    Turkey              
721251451    GSL ELENI                      9285677    LR    Port Said East            Egypt               
260536966    GSL NICOLETTA                  9229348    LR    Port Said East            Egypt               
262149299    GSL NICOLETTA                  9229348    LR    Mersin                    Turkey              
262149299    GSL NICOLETTA                  9229348    LR    Port Said East            Egypt               
262203732    GSL NICOLETTA                  9229348    LR    Mersin                    Turkey              
262203732    GSL NICOLETTA                  9229348    LR    Port Said East            Egypt               
262634040    GSL NICOLETTA                  9229348    LR    Port Said East            Egypt               
262898854    GSL NICOLETTA                  9229348    LR    Iskenderun                Turkey              
262898854    GSL NICOLETTA                  9229348    LR    Port Said East            Egypt               
258469359    GSL SYROS                      9437062    LR    Ashdod                    Israel              
258469359    GSL SYROS                      9437062    LR    Port Said East            Egypt               
259446809    GSL SYROS                      9437062    LR    Iskenderun                Turkey              
259446809    GSL SYROS                      9437062    LR    Port Said East            Egypt               
259451074    GSL SYROS                      9437062    LR    Iskenderun                Turkey              
259451074    GSL SYROS                      9437062    LR    Port Said East            Egypt               
263063820    GSL SYROS                      9437062    LR    Iskenderun                Turkey              
263063820    GSL SYROS                      9437062    LR    Port Said East            Egypt               
258346122    GSL TINOS                      9437050    LR    Iskenderun                Turkey              
258346122    GSL TINOS                      9437050    LR    Port Said East            Egypt               
259608384    GSL TINOS                      9437050    LR    Port Said East            Egypt               
258837101    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
260733263    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
260733263    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
265826714    GSL TRIPOLI                    9437048    LR    Mersin                    Turkey              
265826714    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
265826856    GSL TRIPOLI                    9437048    LR    Mersin                    Turkey              
265826856    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M00245911    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M00245911    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M00245912    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M00245912    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M00245913    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M00245913    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M00245914    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M00245914    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M00245969    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M00245969    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M02405656    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M02405656    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
M02456560    GSL TRIPOLI                    9437048    LR    Iskenderun                Turkey              
M02456560    GSL TRIPOLI                    9437048    LR    Port Said East            Egypt               
721162379    GULF BARAKAH                   9464314    MH    Iskenderun                Turkey              
721162379    GULF BARAKAH                   9464314    MH    Port Said East            Egypt               
721162383    GULF BARAKAH                   9464314    MH    Iskenderun                Turkey              
721162383    GULF BARAKAH                   9464314    MH    Port Said East            Egypt               
721162385    GULF BARAKAH                   9464314    MH    Iskenderun                Turkey              
721162385    GULF BARAKAH                   9464314    MH    Port Said East            Egypt               
721162530    GULF BARAKAH                   9464314    MH    Iskenderun                Turkey              
