
=== Eastern Mediterranean (5295 records) ===
TrackNumber  Vessel_Name                    IMO        Flag  Location                  Country             
MEDUFF284451 MSC PALERMO                    9964223    LR    Iskenderun                Turkey              
MEDUJ4223064 MSC PALERMO                    9964223    LR    Damietta                  Egypt               
038VH9453705 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
038VH9456029 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
038VH9462947A MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
038VH9483255 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
038VH9488395 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUDO518440 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUDO518457 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF159711 MSC PAMIRA III                 9239903    LR    Mersin                    Turkey              
MEDUFF260972 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF261020 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF262333 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266177 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266383 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266755 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266813 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266888 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266953 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF266979 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF267084 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF267183 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF267308 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF267332 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF267522 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF287082 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF287108 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF299228 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF299251 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUFF299327 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUOQ029102 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUOQ030068 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUOQ432389 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
MEDUOQ453526 MSC PAMIRA III                 9239903    LR    Iskenderun                Turkey              
038VH9316363 MSC PARIS                      9301483    PT    Ashdod                    Israel              
038VH9316363 MSC PARIS                      9301483    PT    Haifa                     Israel              
038VH9325780 MSC PARIS                      9301483    PT    Ashdod                    Israel              
038VH9325780 MSC PARIS                      9301483    PT    Haifa                     Israel              
038VH9433390 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9435977 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9436712 MSC PINA                       9339272    PA    Beirut                    Lebanon             
038VH9438621 MSC PINA                       9339272    PA    Mersin                    Turkey              
038VH9444979 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9444980 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9444981 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9448591 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9462934 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9462945 MSC PINA                       9339272    PA    Iskenderun                Turkey              
MEDUHX365685 MSC PINA                       9339272    PA    Iskenderun                Turkey              
MEDUHX653767 MSC PINA                       9339272    PA    Iskenderun                Turkey              
MEDUOQ576342 MSC PINA                       9339272    PA    Iskenderun                Turkey              
MEDUOQ576425 MSC PINA                       9339272    PA    Iskenderun                Turkey              
MEDUOQ842553 MSC PINA                       9339272    PA    Iskenderun                Turkey              
038VH9445580 MSC PORTO III                  9299020    LR    Beirut                    Lebanon             
038VH9445585 MSC PORTO III                  9299020    LR    Beirut                    Lebanon             
038VH9484328 MSC PORTO III                  9299020    LR    Beirut                    Lebanon             
038VH9494645 MSC PORTO III                  9299020    LR    El Dekheila               Egypt               
MEDUOQ917074 MSC PRATITI                    9280861    LR    Iskenderun                Turkey              
038VH9318777A MSC RANIA                      9309447    PA    Ashdod                    Israel              
038VH9318777A MSC RANIA                      9309447    PA    Haifa                     Israel              
038VH9345427 MSC RANIA                      9309447    PA    Mersin                    Turkey              
038VH9346869 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9346871 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9347892 MSC RANIA                      9309447    PA    Beirut                    Lebanon             
038VH9348918 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9349438 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9350111 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9350511 MSC RANIA                      9309447    PA    Ashdod                    Israel              
038VH9350511 MSC RANIA                      9309447    PA    Haifa                     Israel              
038VH9353952 MSC RANIA                      9309447    PA    Haifa                     Israel              
038VH9354292 MSC RANIA                      9309447    PA    Haifa                     Israel              
MEDUFF075842 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
MEDUFF080313 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
MEDUOJ519679 MSC RANIA                      9309447    PA    Iskenderun                Turkey              
038VH9315162 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
038VH9316363 MSC RAPALLO                    9484455    LR    Ashdod                    Israel              
038VH9316363 MSC RAPALLO                    9484455    LR    Haifa                     Israel              
038VH9325780 MSC RAPALLO                    9484455    LR    Ashdod                    Israel              
038VH9325780 MSC RAPALLO                    9484455    LR    Haifa                     Israel              
MEDUDM982259 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUDM982325 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUDM983554 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF054540 MSC RAPALLO                    9484455    LR    Damietta                  Egypt               
MEDUFF054540 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF066767 MSC RAPALLO                    9484455    LR    Damietta                  Egypt               
MEDUFF068458 MSC RAPALLO                    9484455    LR    Damietta                  Egypt               
MEDUFF068458 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF068789 MSC RAPALLO                    9484455    LR    Damietta                  Egypt               
MEDUFF068789 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF169025 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF244570 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF244745 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF244752 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF244984 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF245023 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF245056 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF245122 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUFF246070 MSC RAPALLO                    9484455    LR    Iskenderun                Turkey              
MEDUVM974063 MSC RAVENNA                    9484431    LR    El Dekheila               Egypt               
MEDUJ4253376 MSC REEF                       9754965    LR    Damietta                  Egypt               
MEDUK4617487 MSC REEF                       9754965    LR    Mersin                    Turkey              
MEDUDM990120 MSC REGULUS                    9465291    PA    Iskenderun                Turkey              
038VH9462931 MSC RENAISSANCE III            9358436    LR    Mersin                    Turkey              
MEDUFF087300 MSC RHIANNON                   9224051    LR    Abu Qir                   Egypt               
MEDUJ4277391 MSC ROMINA II                  9449821    PT    Damietta                  Egypt               
MEDUJ4277748 MSC ROMINA II                  9449821    PT    Damietta                  Egypt               
038VH9305190 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9305190 MSC ROSSELLA III               9320025    PT    Haifa                     Israel              
038VH9345556 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9345556 MSC ROSSELLA III               9320025    PT    Haifa                     Israel              
038VH9348379 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9348379 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9354298 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9354298 MSC ROSSELLA III               9320025    PT    Haifa                     Israel              
038VH9354769 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9354769 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9355508 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9355508 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9357364 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9357364 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9357422 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9357422 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9357424 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9357424 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9362367 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9362367 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9363400 MSC ROSSELLA III               9320025    PT    Abu Qir                   Egypt               
038VH9363400 MSC ROSSELLA III               9320025    PT    Ashdod                    Israel              
038VH9453699 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9455351 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9455819 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9456828 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9462930 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9462932 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9462933 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9462953 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH9464744 MSC ROSSELLA III               9320025    PT    Mersin                    Turkey              
MEDUDM990120 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUFF267019 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUFF272514 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUHX108952 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUHX676891 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUHX677279 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUHX677568 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUHX678657 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUJZ559173 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUJZ560569 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUJZ948202 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUJZ958359 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ401574 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ408843 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ607121 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ613590 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ815872 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
MEDUOQ846687 MSC ROSSELLA III               9320025    PT    Iskenderun                Turkey              
038VH1276681 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
038VH1288946 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
038VH9322873 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
038VH9326737 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
038VH9332475 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
038VH9333096 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUDM982259 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUDM982325 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUDM983554 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUFF013959 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUFF017950 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUFF019089 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUFF019097 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUOJ041773 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUOK957266 MSC SAMANTHA VI                9110377    PA    Iskenderun                Turkey              
MEDUFF168761 MSC SAMAR                      9839442    PA    Iskenderun                Turkey              
MEDUFF037347 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF038204 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF038220 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF040309 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF042842 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF044756 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF045381 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
MEDUFF045407 MSC SANDRA                     9203954    PA    Iskenderun                Turkey              
038VH9347892 MSC SAO PAULO V                9147071    LR    Beirut                    Lebanon             
038VH9357291 MSC SAO PAULO V                9147071    LR    Abu Qir                   Egypt               
038VH9357291 MSC SAO PAULO V                9147071    LR    Mersin                    Turkey              
038VH9360859 MSC SAO PAULO V                9147071    LR    Abu Qir                   Egypt               
038VH9360859 MSC SAO PAULO V                9147071    LR    Mersin                    Turkey              
038VH9360886 MSC SAO PAULO V                9147071    LR    Abu Qir                   Egypt               
038VH9360886 MSC SAO PAULO V                9147071    LR    Mersin                    Turkey              
038VH9326296 MSC SARISKA V                  8715857    PA    Iskenderun                Turkey              
MEDUJ4214527 MSC SARISKA V                  8715857    PA    Damietta                  Egypt               
MEDUJ4216522 MSC SARISKA V                  8715857    PA    Damietta                  Egypt               
MEDUFF284543 MSC SAVANNAH                   9987342    LR    Iskenderun                Turkey              
MEDUFF287561 MSC SAVANNAH                   9987342    LR    Iskenderun                Turkey              
MEDUFF287611 MSC SAVANNAH                   9987342    LR    Iskenderun                Turkey              
MEDUFF287629 MSC SAVANNAH                   9987342    LR    Iskenderun                Turkey              
038VH9350511 MSC SHEILA F                   9180968    PA    Ashdod                    Israel              
038VH9350511 MSC SHEILA F                   9180968    PA    Haifa                     Israel              
038VH9375808 MSC SHEILA F                   9180968    PA    Ashdod                    Israel              
038VH9375808 MSC SHEILA F                   9180968    PA    Haifa                     Israel              
MEDUFF260972 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF261020 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF262333 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266177 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266383 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266755 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266813 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266888 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266953 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF266979 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF267084 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF267183 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF267308 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF267332 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
MEDUFF267522 MSC SIENA                      9987275    LR    Iskenderun                Turkey              
038VH9325122A MSC SIMONA                     9962615    LR    Abu Qir                   Egypt               
038VH9348438 MSC SIMONA                     9962615    LR    Abu Qir                   Egypt               
038VH9365385 MSC SIMONA                     9962615    LR    Abu Qir                   Egypt               
MEDUFF250098 MSC SIMONA                     9962615    LR    Iskenderun                Turkey              
MEDUFF250296 MSC SIMONA                     9962615    LR    Iskenderun                Turkey              
MEDUFF250403 MSC SIMONA                     9962615    LR    Iskenderun                Turkey              
MEDUFF251096 MSC SIMONA                     9962615    LR    Iskenderun                Turkey              
MEDUFF251146 MSC SIMONA                     9962615    LR    Iskenderun                Turkey              
MEDUJV894087 MSC SINDY                      9336048    PA    Iskenderun                Turkey              
MEDUJ4254762 MSC SIXIN                      9839301    PA    Damietta                  Egypt               
MEDUJ4255124 MSC SIXIN                      9839301    PA    Damietta                  Egypt               
MEDURM053688 MSC SORAYA                     9372494    PA    Alexandria                Egypt               
MEDURM053688 MSC SORAYA                     9372494    PA    El Dekheila               Egypt               
MEDUVM746487 MSC SORAYA                     9372494    PA    Beirut                    Lebanon             
MEDUVM974071 MSC SORAYA                     9372494    PA    El Dekheila               Egypt               
MEDUVM974071 MSC SORAYA                     9372494    PA    El Qahira                 Egypt               
038VH9319422 MSC SUSANNA                    9290543    PA    Ashdod                    Israel              
038VH9321373 MSC SUSANNA                    9290543    PA    Ashdod                    Israel              
038VH9326296 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9326689 MSC SUSANNA                    9290543    PA    Mersin                    Turkey              
038VH9332175 MSC SUSANNA                    9290543    PA    Beirut                    Lebanon             
038VH9356362 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9358868 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9365327 MSC SUSANNA                    9290543    PA    Ashdod                    Israel              
038VH9365762 MSC SUSANNA                    9290543    PA    Alexandria                Egypt               
038VH9365762 MSC SUSANNA                    9290543    PA    El Dekheila               Egypt               
038VH9366008 MSC SUSANNA                    9290543    PA    Haifa                     Israel              
038VH9368100 MSC SUSANNA                    9290543    PA    Haifa                     Israel              
038VH9369109 MSC SUSANNA                    9290543    PA    Ashdod                    Israel              
038VH9427538 MSC SUSANNA                    9290543    PA    Mersin                    Turkey              
038VH9435975 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9438617 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9438618 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
038VH9438620 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
MEDUHX089855 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
MEDUJZ040570 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
MEDUVZ217427 MSC SUSANNA                    9290543    PA    Iskenderun                Turkey              
MEDUJ4266584 MSC SVEVA                      9708681    PA    Damietta                  Egypt               
MEDUJ4214527 MSC TASMANIA                   9008574    PA    Damietta                  Egypt               
MEDUJ4216522 MSC TASMANIA                   9008574    PA    Damietta                  Egypt               
038VH9368096 MSC TEXAS                      9318058    LR    Ashdod                    Israel              
038VH9375802 MSC TEXAS                      9318058    LR    Ashdod                    Israel              
038VH9429738 MSC TEXAS                      9318058    LR    Mersin                    Turkey              
038VH9429760 MSC TEXAS                      9318058    LR    Mersin                    Turkey              
038VH9435432 MSC TEXAS                      9318058    LR    Mersin                    Turkey              
MEDUHX130410 MSC TEXAS                      9318058    LR    Iskenderun                Turkey              
038VH9445573 MSC TIANJIN                    9285471    LR    Beirut                    Lebanon             
038VH9445579 MSC TIANJIN                    9285471    LR    Beirut                    Lebanon             
038VH9446681 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
038VH9446686 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
038VH9457275 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
038VH9462936 MSC TIANJIN                    9285471    LR    Iskenderun                Turkey              
038VH9479125 MSC TIANJIN                    9285471    LR    Ashdod                    Israel              
MEDUDM992621 MSC TIANJIN                    9285471    LR    Damietta                  Egypt               
MEDUDM992720 MSC TIANJIN                    9285471    LR    Damietta                  Egypt               
MEDUDM994056 MSC TIANJIN                    9285471    LR    Damietta                  Egypt               
MEDUHX364779 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
MEDUHX366154 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
MEDUHX375247 MSC TIANJIN                    9285471    LR    Mersin                    Turkey              
MEDUOQ893044 MSC TIANJIN                    9285471    LR    Iskenderun                Turkey              
MEDURM053688 MSC TIANJIN                    9285471    LR    Alexandria                Egypt               
MEDURM053688 MSC TIANJIN                    9285471    LR    El Dekheila               Egypt               
MEDUVM974071 MSC TIANJIN                    9285471    LR    El Dekheila               Egypt               
MEDUVM974071 MSC TIANJIN                    9285471    LR    El Qahira                 Egypt               
MEDUWJ197435 MSC TIANJIN                    9285471    LR    Iskenderun                Turkey              
MEDUWJ260209 MSC TIANJIN                    9285471    LR    Iskenderun                Turkey              
MEDUWJ584640 MSC TIANJIN                    9285471    LR    Iskenderun                Turkey              
MEDUKC011955 MSC TINA                       9762340    LR    Iskenderun                Turkey              
MEDUFF242731 MSC TOGO                       9974486    LR    Iskenderun                Turkey              
038VH9318771 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9326304 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9342349 MSC TOMOKO                     9309461    PA    Beirut                    Lebanon             
038VH9343041 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9345422 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9345424 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9345425 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9356686 MSC TOMOKO                     9309461    PA    Haifa                     Israel              
038VH9360690 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9372159A MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9410895 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9427536 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9428513 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9432293 MSC TOMOKO                     9309461    PA    Beirut                    Lebanon             
038VH9433396 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9435925 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9435925 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9453696 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9453696 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9453698 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9453698 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9455681 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9455681 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9455691 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9455691 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9455693 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9455693 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9455731 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9455731 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9456020 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9456020 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9456021 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9456021 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9457272 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9457272 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9457273 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
038VH9457273 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9462940 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9462946 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9480510 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
038VH9482939 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUHX111279 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUHX400318 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUHX450347 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUJV910560 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUOJ209156 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUOJ250085 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUOJ348715 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUOQ028567 MSC TOMOKO                     9309461    PA    Abu Qir                   Egypt               
MEDUOQ028567 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUWJ306465 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
MEDUWJ325374 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
MEDUWJ330572 MSC TOMOKO                     9309461    PA    Mersin                    Turkey              
MEDUWJ357062 MSC TOMOKO                     9309461    PA    Iskenderun                Turkey              
038VH9345968 MSC TORONTO                    9299525    PT    Ashdod                    Israel              
038VH9348330 MSC TORONTO                    9299525    PT    Ashdod                    Israel              
MEDUFF251039 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF255253 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF255329 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF256855 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF260873 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF260923 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF267019 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUFF272514 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUJ4243609 MSC TORONTO                    9299525    PT    Damietta                  Egypt               
MEDUJ4252626 MSC TORONTO                    9299525    PT    Iskenderun                Turkey              
MEDUJ4252626 MSC TORONTO                    9299525    PT    Port Said West            Egypt               
MEDUJ4253376 MSC TORONTO                    9299525    PT    Damietta                  Egypt               
MEDUJ4259712 MSC TORONTO                    9299525    PT    Damietta                  Egypt               
MEDUJ4266584 MSC TURKIYE                    9931288    LR    Damietta                  Egypt               
MEDUJ4268424 MSC TURKIYE                    9931288    LR    Mersin                    Turkey              
038VH9356686 MSC UBERTY VIII                9337444    LR    Haifa                     Israel              
038VH9366184 MSC UBERTY VIII                9337444    LR    Iskenderun                Turkey              
038VH9368096 MSC UBERTY VIII                9337444    LR    Ashdod                    Israel              
038VH9375802 MSC UBERTY VIII                9337444    LR    Ashdod                    Israel              
MEDUVZ720057 MSC UBERTY VIII                9337444    LR    Iskenderun                Turkey              
MEDUFF170817 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF171443 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
